Date,3690.HK,600588.SS,BABA,BIDU,BILI,FXI,JD,KWEB,NTES,PDD,TCEHY,TCOM,New_cases,restriction_gatherings,Year_Month,CPI,Unemployment
2021-11-22,264.7342995169082,139.6004530319433,62.16498724175852,106.93821172999252,327.9713440680185,91.49742521091358,232.46752533276447,91.30806308219076,175.2055014588357,192.86926394846432,124.13943212396872,79.06410218311703,49.0,4,2021Nov,2.3,5.0
2021-11-23,256.42511487583033,137.90543408281872,60.81812852695027,108.87715537845264,331.742231355645,91.01694152003861,237.10576100705597,90.49350112001477,172.57571203600835,192.26290934556428,121.45870473921177,79.19935006723442,25.0,4,2021Nov,2.3,5.0
2021-11-24,264.1545834748641,136.64503473589417,62.119489292637766,109.52828682725597,345.91884764463845,91.26862303123396,236.84071245300103,92.2389887707972,175.80881899020108,197.33204344813478,120.91450958664606,78.68541842594679,35.0,4,2021Nov,2.3,5.0
2021-11-26,254.6859962352808,135.16732142029582,60.67707308145397,110.73650427349861,328.3532143694087,88.70605812077096,235.01192925805375,88.3019525179156,176.86072760876078,166.04414223759986,119.54391712202312,75.33134828752395,29.0,4,2021Nov,2.3,5.0
2021-11-29,236.7149758454106,133.21152070767403,59.88533378157804,108.73244968805702,322.52981973325524,87.85949626112188,232.99762244087435,87.11890542204317,170.34814224583712,174.53310667819989,118.25393729179092,73.35677561202311,54.0,4,2021Nov,2.3,5.0
2021-11-30,229.95169082125605,141.4258670303903,58.028846657886454,108.40688396365535,315.08353094192796,87.3790125702469,222.92606762376454,85.43160757305738,166.99218847761716,161.29032437140071,117.81051758873436,74.38463373541913,50.0,4,2021Nov,2.3,5.0
2021-12-01,236.3285083125755,142.51243687375953,55.73553964712671,107.67616880093209,298.5680045783649,87.17308972208305,225.76199386169523,84.17098465956465,173.31658272293276,150.64273902483458,119.3826609523755,75.60183889657951,124.0,4,2021Dec,1.5,5.1
2021-12-02,239.42029280363073,141.2520291916874,55.512580255834145,107.77022529179038,282.4343485161921,87.76797007053678,223.8537064661378,83.06551338131253,166.5891584468864,143.7788004789328,120.35014389374552,77.81985260431242,84.0,4,2021Dec,1.5,5.1
2021-12-03,233.0434753123113,139.7308564164133,50.944167496884475,99.39950671123972,262.24342064892824,85.73164751398023,206.59951204944727,77.28602764420452,155.08742884287787,132.03977499669926,114.40418379186228,68.32566782479923,119.0,4,2021Dec,1.5,5.1
2021-12-06,224.5410569048158,136.03656062469597,56.24061340094775,106.82245159347372,272.076362406788,87.35613323873115,199.2844000008707,80.31153216288477,161.33432281349235,135.84768116273233,117.81051758873436,72.08547129721578,74.0,4,2021Dec,1.5,5.1
